train_id,station_code,station_order,prev_delay,delay_arrival,target_delay,station_code_enc,train_id_enc,simulated_arrival_time
12515,JJKR,21,113.0,130,108.0,120,15,2024-01-01 22:10:00
12515,BHC,22,130.0,108,119.0,28,15,2024-01-01 22:48:00
12515,BLS,23,108.0,119,128.0,35,15,2024-01-01 23:59:00
12515,KGP,24,119.0,128,145.0,134,15,2024-01-02 01:08:00
12515,DKAE,25,128.0,145,165.0,74,15,2024-01-02 02:25:00
12515,BHP,26,145.0,165,177.0,29,15,2024-01-02 03:45:00
12515,RPH,27,165.0,177,172.0,230,15,2024-01-02 04:57:00
12515,NFK,28,177.0,172,158.0,187,15,2024-01-02 05:52:00
12515,MLDT,29,172.0,158,202.0,169,15,2024-01-02 06:38:00
12515,KNE,30,158.0,202,190.0,141,15,2024-01-02 08:22:00
12515,NJP,31,202.0,190,191.0,195,15,2024-01-02 09:10:00
12515,DQG,32,190.0,191,198.0,83,15,2024-01-02 10:11:00
12515,NCB,33,191.0,198,200.0,184,15,2024-01-02 11:18:00
12515,NOQ,34,198.0,200,217.0,203,15,2024-01-02 12:20:00
12515,KOJ,35,200.0,217,196.0,145,15,2024-01-02 13:37:00
12515,NBQ,36,217.0,196,217.0,183,15,2024-01-02 14:16:00
12515,BPRD,37,196.0,217,247.0,42,15,2024-01-02 15:37:00
12515,RNY,38,217.0,247,243.0,227,15,2024-01-02 17:07:00
12515,KYQ,39,247.0,243,276.0,154,15,2024-01-02 18:03:00
12515,GHY,40,243.0,276,317.0,100,15,2024-01-02 19:36:00
12515,HJI,41,276.0,317,324.0,108,15,2024-01-02 21:17:00
12515,LMG,42,317.0,324,338.0,160,15,2024-01-02 22:24:00
12515,MBG,43,324.0,338,342.0,164,15,2024-01-02 23:38:00
12515,NHLG,44,338.0,342,311.0,193,15,2024-01-03 00:42:00
12515,BPB,45,342.0,311,291.0,41,15,2024-01-03 01:11:00
12516,SCL,1,0.0,2,20.0,235,16,2024-01-01 00:02:00
12516,BPB,2,2.0,20,20.0,41,16,2024-01-01 01:20:00
12516,NHLG,3,20.0,20,45.0,193,16,2024-01-01 02:20:00
12516,MBG,4,20.0,45,25.0,164,16,2024-01-01 03:45:00
12516,LMG,5,45.0,25,29.0,160,16,2024-01-01 04:25:00
12516,HJI,6,25.0,29,55.0,108,16,2024-01-01 05:29:00
12516,GHY,7,29.0,55,62.0,100,16,2024-01-01 06:55:00
12516,KYQ,8,55.0,62,86.0,154,16,2024-01-01 08:02:00
12516,RNY,9,62.0,86,100.0,227,16,2024-01-01 09:26:00
12516,BPRD,10,86.0,100,64.0,42,16,2024-01-01 10:40:00
12516,BNGN,11,100.0,64,69.0,37,16,2024-01-01 11:04:00
12516,NBQ,12,64.0,69,75.0,183,16,2024-01-01 12:09:00
12516,KOJ,13,69.0,75,94.0,145,16,2024-01-01 13:15:00
12516,NOQ,14,75.0,94,101.0,203,16,2024-01-01 14:34:00
12516,NCB,15,94.0,101,102.0,184,16,2024-01-01 15:41:00
12516,DQG,16,101.0,102,74.0,83,16,2024-01-01 16:42:00
12516,NJP,17,102.0,74,98.0,195,16,2024-01-01 17:14:00
12516,KNE,18,74.0,98,75.0,141,16,2024-01-01 18:38:00
12516,MLDT,19,98.0,75,83.0,169,16,2024-01-01 19:15:00
12516,NFK,20,75.0,83,91.0,187,16,2024-01-01 20:23:00
12516,RPH,21,83.0,91,114.0,230,16,2024-01-01 21:31:00
12516,BHP,22,91.0,114,146.0,29,16,2024-01-01 22:54:00
12516,DKAE,23,114.0,146,149.0,74,16,2024-01-02 00:26:00
12516,KGP,24,146.0,149,158.0,134,16,2024-01-02 01:29:00
12516,BLS,25,149.0,158,181.0,35,16,2024-01-02 02:38:00
12516,BHC,26,158.0,181,190.0,28,16,2024-01-02 04:01:00
12516,JJKR,27,181.0,190,207.0,120,16,2024-01-02 05:10:00
12516,CTC,28,190.0,207,216.0,66,16,2024-01-02 06:27:00
12516,BBS,29,207.0,216,224.0,22,16,2024-01-02 07:36:00
12516,KUR,30,216.0,224,258.0,150,16,2024-01-02 08:44:00
12516,BALU,31,224.0,258,263.0,17,16,2024-01-02 10:18:00
12516,BAM,32,258.0,263,245.0,18,16,2024-01-02 11:23:00
12516,PSA,33,263.0,245,255.0,220,16,2024-01-02 12:05:00
12516,CHE,34,245.0,255,255.0,59,16,2024-01-02 13:15:00
12516,VZM,35,255.0,255,261.0,266,16,2024-01-02 14:15:00
12516,VSKP,36,255.0,261,295.0,265,16,2024-01-02 15:21:00
12516,RJY,37,261.0,295,308.0,225,16,2024-01-02 16:55:00
12516,BZA,38,295.0,308,328.0,57,16,2024-01-02 18:08:00
12516,PER,39,308.0,328,335.0,209,16,2024-01-02 19:28:00
12516,AJJ,40,328.0,335,334.0,7,16,2024-01-02 20:35:00
12516,KPD,41,335.0,334,336.0,147,16,2024-01-02 21:34:00
12516,JTJ,42,334.0,336,352.0,129,16,2024-01-02 22:36:00
12516,SA,43,336.0,352,356.0,231,16,2024-01-02 23:52:00
12516,ED,44,352.0,356,363.0,87,16,2024-01-03 00:56:00
12516,TUP,45,356.0,363,327.0,262,16,2024-01-03 02:03:00
12519,LTT,1,0.0,11,16.0,161,17,2024-01-01 00:11:00
12519,TNA,2,11.0,16,20.0,259,17,2024-01-01 01:16:00
12519,KYN,3,16.0,20,26.0,153,17,2024-01-01 02:20:00
12519,NK,4,20.0,26,33.0,196,17,2024-01-01 03:26:00
12519,MMR,5,26.0,33,45.0,170,17,2024-01-01 04:33:00
12519,JL,6,33.0,45,42.0,122,17,2024-01-01 05:45:00
12519,BSL,7,45.0,42,33.0,46,17,2024-01-01 06:42:00
12519,KNW,8,42.0,33,42.0,143,17,2024-01-01 07:33:00
12519,ET,9,33.0,42,50.0,91,17,2024-01-01 08:42:00
12519,JBP,10,42.0,50,61.0,116,17,2024-01-01 09:50:00
12519,KTE,11,50.0,61,69.0,148,17,2024-01-01 11:01:00
12519,STA,12,61.0,69,94.0,250,17,2024-01-01 12:09:00
12519,PCOI,13,69.0,94,105.0,208,17,2024-01-01 13:34:00
12519,MZP,14,94.0,105,79.0,180,17,2024-01-01 14:45:00
12519,DDU,15,105.0,79,117.0,69,17,2024-01-01 15:19:00
12519,DNR,16,79.0,117,112.0,81,17,2024-01-01 16:57:00
12519,PPTA,17,117.0,112,106.0,217,17,2024-01-01 17:52:00
12519,HJP,18,112.0,106,129.0,109,17,2024-01-01 18:46:00
12519,BJU,19,106.0,129,130.0,32,17,2024-01-01 20:09:00
12519,BGS,20,129.0,130,135.0,26,17,2024-01-01 21:10:00
12519,KGG,21,130.0,135,144.0,132,17,2024-01-01 22:15:00
12519,NNA,22,135.0,144,125.0,201,17,2024-01-01 23:24:00
12519,KIR,23,144.0,125,157.0,136,17,2024-01-02 00:05:00
12519,KNE,24,125.0,157,143.0,141,17,2024-01-02 01:37:00
12519,NJP,25,157.0,143,152.0,195,17,2024-01-02 02:23:00
12519,NCB,26,143.0,152,145.0,184,17,2024-01-02 03:32:00
12519,NBQ,27,152.0,145,188.0,183,17,2024-01-02 04:25:00
12519,RNY,28,145.0,188,168.0,227,17,2024-01-02 06:08:00
12519,KYQ,29,188.0,168,279.0,154,17,2024-01-02 06:48:00
12519,GHY,30,168.0,279,316.0,100,17,2024-01-02 09:39:00
12519,CPK,31,279.0,316,309.0,64,17,2024-01-02 11:16:00
12519,HJI,32,316.0,309,329.0,108,17,2024-01-02 12:09:00
12519,MYD,33,309.0,329,344.0,178,17,2024-01-02 13:29:00
12519,NHLG,34,329.0,344,313.0,193,17,2024-01-02 14:44:00
12519,BPB,35,344.0,313,285.0,41,17,2024-01-02 15:13:00
12519,DMR,36,313.0,285,275.0,79,17,2024-01-02 15:45:00
12519,ABSA,37,285.0,275,237.0,1,17,2024-01-02 16:35:00
12520,AGTL,1,0.0,14,27.0,5,18,2024-01-01 00:14:00
12520,ABSA,2,14.0,27,28.0,1,18,2024-01-01 01:27:00
12520,DMR,3,27.0,28,41.0,79,18,2024-01-01 02:28:00
12520,BPB,4,28.0,41,36.0,41,18,2024-01-01 03:41:00
12520,NHLG,5,41.0,36,26.0,193,18,2024-01-01 04:36:00
12520,MYD,6,36.0,26,43.0,178,18,2024-01-01 05:26:00
12520,HJI,7,26.0,43,80.0,108,18,2024-01-01 06:43:00
12520,CPK,8,43.0,80,85.0,64,18,2024-01-01 08:20:00
12520,GHY,9,80.0,85,48.0,100,18,2024-01-01 09:25:00
12520,KYQ,10,85.0,48,67.0,154,18,2024-01-01 09:48:00
12520,RNY,11,48.0,67,138.0,227,18,2024-01-01 11:07:00
12520,BNGN,12,67.0,138,66.0,37,18,2024-01-01 13:18:00
12520,NBQ,13,138.0,66,92.0,183,18,2024-01-01 13:06:00
12520,NCB,14,66.0,92,84.0,184,18,2024-01-01 14:32:00
12520,NJP,15,92.0,84,99.0,195,18,2024-01-01 15:24:00
12520,KNE,16,84.0,99,99.0,141,18,2024-01-01 16:39:00
12520,KIR,17,99.0,99,101.0,136,18,2024-01-01 17:39:00
12520,NNA,18,99.0,101,110.0,201,18,2024-01-01 18:41:00
12520,KGG,19,101.0,110,117.0,132,18,2024-01-01 19:50:00
12520,BGS,20,110.0,117,142.0,26,18,2024-01-01 20:57:00
12520,BJU,21,117.0,142,103.0,32,18,2024-01-01 22:22:00
12520,HJP,22,142.0,103,92.0,109,18,2024-01-01 22:43:00
12520,PPTA,23,103.0,92,103.0,217,18,2024-01-01 23:32:00
12520,DNR,24,92.0,103,84.0,81,18,2024-01-02 00:43:00
12520,DDU,25,103.0,84,103.0,69,18,2024-01-02 01:24:00
12520,MZP,26,84.0,103,121.0,180,18,2024-01-02 02:43:00
12520,PCOI,27,103.0,121,176.0,208,18,2024-01-02 04:01:00
12520,STA,28,121.0,176,193.0,250,18,2024-01-02 05:56:00
12520,KTE,29,176.0,193,205.0,148,18,2024-01-02 07:13:00
12520,JBP,30,193.0,205,188.0,116,18,2024-01-02 08:25:00
12520,ET,31,205.0,188,191.0,91,18,2024-01-02 09:08:00
12520,KNW,32,188.0,191,200.0,143,18,2024-01-02 10:11:00
12520,BSL,33,191.0,200,197.0,46,18,2024-01-02 11:20:00
12520,JL,34,200.0,197,222.0,122,18,2024-01-02 12:17:00
12520,MMR,35,197.0,222,231.0,170,18,2024-01-02 13:42:00
12520,NK,36,222.0,231,253.0,196,18,2024-01-02 14:51:00
12520,KYN,37,231.0,253,207.0,153,18,2024-01-02 16:13:00
12520,TNA,38,253.0,207,222.0,259,18,2024-01-02 16:27:00
13181,KOAA,1,0.0,1,15.0,144,19,2024-01-01 00:01:00
13181,BWN,2,1.0,15,18.0,53,19,2024-01-01 01:15:00
13181,BHP,3,15.0,18,32.0,29,19,2024-01-01 02:18:00
13181,RPH,4,18.0,32,33.0,230,19,2024-01-01 03:32:00
13181,MLDT,5,32.0,33,46.0,169,19,2024-01-01 04:33:00
13181,NJP,6,33.0,46,75.0,195,19,2024-01-01 05:46:00
13181,NCB,7,46.0,75,67.0,184,19,2024-01-01 07:15:00
13181,NOQ,8,75.0,67,68.0,203,19,2024-01-01 08:07:00
13181,FKM,9,67.0,68,44.0,94,19,2024-01-01 09:08:00
13181,NBQ,10,68.0,44,72.0,183,19,2024-01-01 09:44:00
13181,KYQ,11,44.0,72,79.0,154,19,2024-01-01 11:12:00
13181,GHY,12,72.0,79,83.0,100,19,2024-01-01 12:19:00
13181,JID,13,79.0,83,90.0,118,19,2024-01-01 13:23:00
13181,CPK,14,83.0,90,84.0,64,19,2024-01-01 14:30:00
13181,NGAN,15,90.0,84,83.0,188,19,2024-01-01 15:24:00
13181,JKB,16,84.0,83,69.0,121,19,2024-01-01 16:23:00
13182,SHTT,1,0.0,3,3.0,240,20,2024-01-01 00:03:00
13182,JKB,2,3.0,3,4.0,121,20,2024-01-01 01:03:00
13182,NGAN,3,3.0,4,10.0,188,20,2024-01-01 02:04:00
13182,CPK,4,4.0,10,13.0,64,20,2024-01-01 03:10:00
13182,JID,5,10.0,13,17.0,118,20,2024-01-01 04:13:00
13182,GHY,6,13.0,17,20.0,100,20,2024-01-01 05:17:00
13182,KYQ,7,17.0,20,27.0,154,20,2024-01-01 06:20:00
13182,NBQ,8,20.0,27,39.0,183,20,2024-01-01 07:27:00
13182,FKM,9,27.0,39,47.0,94,20,2024-01-01 08:39:00
13182,NOQ,10,39.0,47,71.0,203,20,2024-01-01 09:47:00
13182,NCB,11,47.0,71,37.0,184,20,2024-01-01 11:11:00
13182,NJP,12,71.0,37,29.0,195,20,2024-01-01 11:37:00
13182,MLDT,13,37.0,29,60.0,169,20,2024-01-01 12:29:00
13182,RPH,14,29.0,60,72.0,230,20,2024-01-01 14:00:00
13182,BHP,15,60.0,72,68.0,29,20,2024-01-01 15:12:00
13182,BWN,16,72.0,68,56.0,53,20,2024-01-01 16:08:00
14037,SCL,1,0.0,2,22.0,235,21,2024-01-01 00:02:00
14037,BPB,2,2.0,22,17.0,41,21,2024-01-01 01:22:00
14037,NHLG,3,22.0,17,19.0,193,21,2024-01-01 02:17:00
14037,LMG,4,17.0,19,2.0,160,21,2024-01-01 03:19:00
14037,GHY,5,19.0,2,32.0,100,21,2024-01-01 04:02:00
14037,GLPT,6,2.0,32,18.0,102,21,2024-01-01 05:32:00
14037,NBQ,7,32.0,18,30.0,183,21,2024-01-01 06:18:00
14037,NJP,8,18.0,30,23.0,195,21,2024-01-01 07:30:00
14037,KIR,9,30.0,23,46.0,136,21,2024-01-01 08:23:00
14037,BJU,10,23.0,46,40.0,32,21,2024-01-01 09:46:00
14037,PPTA,11,46.0,40,40.0,217,21,2024-01-01 10:40:00
14037,DDU,12,40.0,40,84.0,69,21,2024-01-01 11:40:00
14037,PRYJ,13,40.0,84,109.0,219,21,2024-01-01 13:24:00
14037,CNB,14,84.0,109,139.0,62,21,2024-01-01 14:49:00
14038,NDLS,1,0.0,31,97.0,186,22,2024-01-01 00:31:00
14038,CNB,2,31.0,97,124.0,62,22,2024-01-01 02:37:00
14038,PRYJ,3,97.0,124,137.0,219,22,2024-01-01 04:04:00
14038,DDU,4,124.0,137,165.0,69,22,2024-01-01 05:17:00
14038,PPTA,5,137.0,165,249.0,217,22,2024-01-01 06:45:00
14038,BJU,6,165.0,249,198.0,32,22,2024-01-01 09:09:00
14038,KIR,7,249.0,198,215.0,136,22,2024-01-01 09:18:00
14038,NJP,8,198.0,215,229.0,195,22,2024-01-01 10:35:00
14038,NBQ,9,215.0,229,242.0,183,22,2024-01-01 11:49:00
14038,GLPT,10,229.0,242,237.0,102,22,2024-01-01 13:02:00
14038,GHY,11,242.0,237,286.0,100,22,2024-01-01 13:57:00
14038,LMG,12,237.0,286,269.0,160,22,2024-01-01 15:46:00
14038,NHLG,13,286.0,269,259.0,193,22,2024-01-01 16:29:00
14038,BPB,14,269.0,259,181.0,41,22,2024-01-01 17:19:00
14619,AGTL,1,0.0,41,57.0,5,23,2024-01-01 00:41:00
14619,ABSA,2,41.0,57,52.0,1,23,2024-01-01 01:57:00
14619,DMR,3,57.0,52,53.0,79,23,2024-01-01 02:52:00
14619,PTKD,4,52.0,53,51.0,221,23,2024-01-01 03:53:00
14619,NKMG,5,53.0,51,56.0,197,23,2024-01-01 04:51:00
14619,BPB,6,51.0,56,56.0,41,23,2024-01-01 05:56:00
14619,NHLG,7,56.0,56,66.0,193,23,2024-01-01 06:56:00
14619,LMG,8,56.0,66,65.0,160,23,2024-01-01 08:06:00
14619,HJI,9,66.0,65,70.0,108,23,2024-01-01 09:05:00
14619,JID,10,65.0,70,44.0,118,23,2024-01-01 10:10:00
14619,GHY,11,70.0,44,56.0,100,23,2024-01-01 10:44:00
14619,NBQ,12,44.0,56,82.0,183,23,2024-01-01 11:56:00
14619,NJP,13,56.0,82,69.0,195,23,2024-01-01 13:22:00
14619,KIR,14,82.0,69,92.0,136,23,2024-01-01 14:09:00
14619,BJU,15,69.0,92,81.0,32,23,2024-01-01 15:32:00
14619,PPTA,16,92.0,81,92.0,217,23,2024-01-01 16:21:00
14619,DDU,17,81.0,92,145.0,69,23,2024-01-01 17:32:00
14619,PRYJ,18,92.0,145,186.0,219,23,2024-01-01 19:25:00
14619,CNB,19,145.0,186,262.0,62,23,2024-01-01 21:06:00
14619,NDLS,20,186.0,262,295.0,186,23,2024-01-01 23:22:00
14619,SSB,21,262.0,295,305.0,249,23,2024-01-02 00:55:00
14619,ROK,22,295.0,305,319.0,228,23,2024-01-02 02:05:00
14619,BNW,23,305.0,319,325.0,38,23,2024-01-02 03:19:00
14619,HSR,24,319.0,325,328.0,114,23,2024-01-02 04:25:00
14619,ADR,25,325.0,328,311.0,3,23,2024-01-02 05:28:00
14619,SSA,26,328.0,311,320.0,248,23,2024-01-02 06:11:00
14619,KNL,27,311.0,320,263.0,142,23,2024-01-02 07:20:00
14619,BTI,28,320.0,263,286.0,49,23,2024-01-02 07:23:00
14619,KKP,29,263.0,286,289.0,139,23,2024-01-02 08:46:00
14619,FDK,30,286.0,289,265.0,92,23,2024-01-02 09:49:00
14620,FZR,1,0.0,6,15.0,97,24,2024-01-01 00:06:00
14620,FDK,2,6.0,15,17.0,92,24,2024-01-01 01:15:00
14620,KKP,3,15.0,17,4.0,139,24,2024-01-01 02:17:00
14620,BTI,4,17.0,4,21.0,49,24,2024-01-01 03:04:00
14620,KNL,5,4.0,21,7.0,142,24,2024-01-01 04:21:00
14620,SSA,6,21.0,7,20.0,248,24,2024-01-01 05:07:00
14620,ADR,7,7.0,20,11.0,3,24,2024-01-01 06:20:00
14620,HSR,8,20.0,11,15.0,114,24,2024-01-01 07:11:00
14620,BNW,9,11.0,15,10.0,38,24,2024-01-01 08:15:00
14620,ROK,10,15.0,10,19.0,228,24,2024-01-01 09:10:00
14620,SSB,11,10.0,19,16.0,249,24,2024-01-01 10:19:00
14620,NDLS,12,19.0,16,123.0,186,24,2024-01-01 11:16:00
14620,CNB,13,16.0,123,159.0,62,24,2024-01-01 14:03:00
14620,PRYJ,14,123.0,159,171.0,219,24,2024-01-01 15:39:00
14620,DDU,15,159.0,171,202.0,69,24,2024-01-01 16:51:00
14620,PPTA,16,171.0,202,235.0,217,24,2024-01-01 18:22:00
14620,BJU,17,202.0,235,229.0,32,24,2024-01-01 19:55:00
14620,KIR,18,235.0,229,251.0,136,24,2024-01-01 20:49:00
14620,NJP,19,229.0,251,262.0,195,24,2024-01-01 22:11:00
14620,NBQ,20,251.0,262,276.0,183,24,2024-01-01 23:22:00
14620,GHY,21,262.0,276,292.0,100,24,2024-01-02 00:36:00
14620,JID,22,276.0,292,311.0,118,24,2024-01-02 01:52:00
14620,HJI,23,292.0,311,336.0,108,24,2024-01-02 03:11:00
14620,LMG,24,311.0,336,322.0,160,24,2024-01-02 04:36:00
14620,NHLG,25,336.0,322,305.0,193,24,2024-01-02 05:22:00
14620,BPB,26,322.0,305,299.0,41,24,2024-01-02 06:05:00
14620,NKMG,27,305.0,299,295.0,197,24,2024-01-02 06:59:00
14620,PTKD,28,299.0,295,302.0,221,24,2024-01-02 07:55:00
14620,DMR,29,295.0,302,285.0,79,24,2024-01-02 09:02:00
14620,ABSA,30,302.0,285,230.0,1,24,2024-01-02 09:45:00
15629,TBM,1,0.0,11,15.0,255,25,2024-01-01 00:11:00
15629,MS,2,11.0,15,20.0,173,25,2024-01-01 01:15:00
15629,NLR,3,15.0,20,33.0,198,25,2024-01-01 02:20:00
15629,OGL,4,20.0,33,51.0,206,25,2024-01-01 03:33:00
15629,BZA,5,33.0,51,63.0,57,25,2024-01-01 04:51:00
15629,EE,6,51.0,63,93.0,88,25,2024-01-01 06:03:00
15629,RJY,7,63.0,93,37.0,225,25,2024-01-01 07:33:00
15629,VSKP,8,93.0,37,25.0,265,25,2024-01-01 07:37:00
15629,BAM,9,37.0,25,34.0,18,25,2024-01-01 08:25:00
15629,KUR,10,25.0,34,47.0,150,25,2024-01-01 09:34:00
15629,BBS,11,34.0,47,48.0,22,25,2024-01-01 10:47:00
15629,CTC,12,47.0,48,54.0,66,25,2024-01-01 11:48:00
15629,BLS,13,48.0,54,56.0,35,25,2024-01-01 12:54:00
15629,HIJ,14,54.0,56,77.0,107,25,2024-01-01 13:56:00
15629,TATA,15,56.0,77,109.0,254,25,2024-01-01 15:17:00
15629,PRR,16,77.0,109,110.0,218,25,2024-01-01 16:49:00
15629,JOC,17,109.0,110,112.0,125,25,2024-01-01 17:50:00
15629,ASN,18,110.0,112,115.0,12,25,2024-01-01 18:52:00
15629,UDL,19,112.0,115,125.0,264,25,2024-01-01 19:55:00
15629,DGR,20,115.0,125,172.0,72,25,2024-01-01 21:05:00
15629,SURI,21,125.0,172,160.0,251,25,2024-01-01 22:52:00
15629,RPH,22,172.0,160,187.0,230,25,2024-01-01 23:40:00
15629,PKR,23,160.0,187,194.0,212,25,2024-01-02 01:07:00
15629,NFK,24,187.0,194,189.0,187,25,2024-01-02 02:14:00
15629,MLDT,25,194.0,189,211.0,169,25,2024-01-02 03:09:00
15629,BOE,26,189.0,211,226.0,39,25,2024-01-02 04:31:00
15629,KNE,27,211.0,226,202.0,141,25,2024-01-02 05:46:00
15629,NJP,28,226.0,202,193.0,195,25,2024-01-02 06:22:00
15629,NMX,29,202.0,193,198.0,200,25,2024-01-02 07:13:00
15629,DQG,30,193.0,198,201.0,83,25,2024-01-02 08:18:00
15629,NCB,31,198.0,201,201.0,184,25,2024-01-02 09:21:00
15629,NOQ,32,201.0,201,214.0,203,25,2024-01-02 10:21:00
15629,FKM,33,201.0,214,218.0,94,25,2024-01-02 11:34:00
15629,KOJ,34,214.0,218,201.0,145,25,2024-01-02 12:38:00
15629,NBQ,35,218.0,201,225.0,183,25,2024-01-02 13:21:00
15629,RNY,36,201.0,225,198.0,227,25,2024-01-02 14:45:00
15629,KYQ,37,225.0,198,212.0,154,25,2024-01-02 15:18:00
15629,GHY,38,198.0,212,213.0,100,25,2024-01-02 16:32:00
15629,JID,39,212.0,213,212.0,118,25,2024-01-02 17:33:00
15629,CPK,40,213.0,212,207.0,64,25,2024-01-02 18:32:00
15629,NGAN,41,212.0,207,201.0,188,25,2024-01-02 19:27:00
15629,JKB,42,207.0,201,184.0,121,25,2024-01-02 20:21:00
15630,SHTT,1,0.0,66,65.0,240,26,2024-01-01 01:06:00
15630,JKB,2,66.0,65,67.0,121,26,2024-01-01 02:05:00
15630,NGAN,3,65.0,67,79.0,188,26,2024-01-01 03:07:00
15630,CPK,4,67.0,79,88.0,64,26,2024-01-01 04:19:00
15630,JID,5,79.0,88,78.0,118,26,2024-01-01 05:28:00
15630,GHY,6,88.0,78,84.0,100,26,2024-01-01 06:18:00
15630,KYQ,7,78.0,84,112.0,154,26,2024-01-01 07:24:00
15630,RNY,8,84.0,112,231.0,227,26,2024-01-01 08:52:00
15630,BNGN,9,112.0,231,104.0,37,26,2024-01-01 11:51:00
15630,NBQ,10,231.0,104,115.0,183,26,2024-01-01 10:44:00
15630,KOJ,11,104.0,115,119.0,145,26,2024-01-01 11:55:00
15630,FKM,12,115.0,119,130.0,94,26,2024-01-01 12:59:00
15630,NOQ,13,119.0,130,133.0,203,26,2024-01-01 14:10:00
15630,NCB,14,130.0,133,137.0,184,26,2024-01-01 15:13:00
15630,DQG,15,133.0,137,138.0,83,26,2024-01-01 16:17:00
15630,NMX,16,137.0,138,102.0,200,26,2024-01-01 17:18:00
15630,NJP,17,138.0,102,115.0,195,26,2024-01-01 17:42:00
15630,KNE,18,102.0,115,127.0,141,26,2024-01-01 18:55:00
15630,BOE,19,115.0,127,92.0,39,26,2024-01-01 20:07:00
15630,MLDT,20,127.0,92,95.0,169,26,2024-01-01 20:32:00
15630,NFK,21,92.0,95,92.0,187,26,2024-01-01 21:35:00
15630,PKR,22,95.0,92,102.0,212,26,2024-01-01 22:32:00
15630,RPH,23,92.0,102,104.0,230,26,2024-01-01 23:42:00
15630,SURI,24,102.0,104,109.0,251,26,2024-01-02 00:44:00
15630,UDL,25,104.0,109,126.0,264,26,2024-01-02 01:49:00
15630,DGR,26,109.0,126,114.0,72,26,2024-01-02 03:06:00
15630,ASN,27,126.0,114,119.0,12,26,2024-01-02 03:54:00
15630,JOC,28,114.0,119,121.0,125,26,2024-01-02 04:59:00
15630,PRR,29,119.0,121,133.0,218,26,2024-01-02 06:01:00
15630,TATA,30,121.0,133,129.0,254,26,2024-01-02 07:13:00
15630,HIJ,31,133.0,129,129.0,107,26,2024-01-02 08:09:00
15630,BLS,32,129.0,129,150.0,35,26,2024-01-02 09:09:00
15630,CTC,33,129.0,150,158.0,66,26,2024-01-02 10:30:00
15630,BBS,34,150.0,158,158.0,22,26,2024-01-02 11:38:00
15630,KUR,35,158.0,158,181.0,150,26,2024-01-02 12:38:00
15630,BAM,36,158.0,181,136.0,18,26,2024-01-02 14:01:00
15630,VSKP,37,181.0,136,171.0,265,26,2024-01-02 14:16:00
15630,RJY,38,136.0,171,187.0,225,26,2024-01-02 15:51:00
15630,EE,39,171.0,187,170.0,88,26,2024-01-02 17:07:00
15630,BZA,40,187.0,170,197.0,57,26,2024-01-02 17:50:00
15630,OGL,41,170.0,197,183.0,206,26,2024-01-02 19:17:00
15630,NLR,42,197.0,183,107.0,198,26,2024-01-02 20:03:00
15630,MS,43,183.0,107,97.0,173,26,2024-01-02 19:47:00
15647,LTT,1,0.0,22,37.0,161,27,2024-01-01 00:22:00
15647,KYN,2,22.0,37,30.0,153,27,2024-01-01 01:37:00
15647,NK,3,37.0,30,37.0,196,27,2024-01-01 02:30:00
15647,MMR,4,30.0,37,48.0,170,27,2024-01-01 03:37:00
15647,BSL,5,37.0,48,52.0,46,27,2024-01-01 04:48:00
15647,BAU,6,48.0,52,45.0,20,27,2024-01-01 05:52:00
15647,KNW,7,52.0,45,52.0,143,27,2024-01-01 06:45:00
15647,HD,8,45.0,52,51.0,106,27,2024-01-01 07:52:00
15647,ET,9,52.0,51,59.0,91,27,2024-01-01 08:51:00
15647,PPI,10,51.0,59,63.0,216,27,2024-01-01 09:59:00
15647,JBP,11,59.0,63,99.0,116,27,2024-01-01 11:03:00
15647,KTE,12,63.0,99,41.0,148,27,2024-01-01 12:39:00
15647,MYR,13,99.0,41,112.0,179,27,2024-01-01 12:41:00
15647,STA,14,41.0,112,130.0,250,27,2024-01-01 14:52:00
15647,PCOI,15,112.0,130,140.0,208,27,2024-01-01 16:10:00
15647,MZP,16,130.0,140,122.0,180,27,2024-01-01 17:20:00
15647,DDU,17,140.0,122,123.0,69,27,2024-01-01 18:02:00
15647,DLN,18,122.0,123,121.0,78,27,2024-01-01 19:03:00
15647,BXR,19,123.0,121,126.0,56,27,2024-01-01 20:01:00
15647,DURE,20,121.0,126,121.0,85,27,2024-01-01 21:06:00
15647,ARA,21,126.0,121,124.0,11,27,2024-01-01 22:01:00
15647,DNR,22,121.0,124,101.0,81,27,2024-01-01 23:04:00
15647,PNBE,23,124.0,101,115.0,214,27,2024-01-01 23:41:00
15647,PNC,24,101.0,115,126.0,215,27,2024-01-02 00:55:00
15647,FUT,25,115.0,126,129.0,96,27,2024-01-02 02:06:00
15647,KOO,26,126.0,129,135.0,146,27,2024-01-02 03:09:00
15647,BKP,27,129.0,135,145.0,33,27,2024-01-02 04:15:00
15647,BARH,28,135.0,145,145.0,19,27,2024-01-02 05:25:00
15647,MKA,29,145.0,145,151.0,168,27,2024-01-02 06:25:00
15647,HTZ,30,145.0,151,155.0,115,27,2024-01-02 07:31:00
15647,BRYA,31,151.0,155,141.0,43,27,2024-01-02 08:35:00
15647,LKR,32,155.0,141,101.0,158,27,2024-01-02 09:21:00
15647,KIUL,33,141.0,101,112.0,137,27,2024-01-02 09:41:00
15647,AHA,34,101.0,112,96.0,6,27,2024-01-02 10:52:00
15647,JMP,35,112.0,96,101.0,124,27,2024-01-02 11:36:00
